customer_id,first_name,last_name,email,country,signup_date
59,First59,Last59,user59@example.com,CA,2023-01-31
60,First60,Last60,user60@example.com,US,2023-07-20
61,First61,Last61,user61@example.com,US,2023-02-07
62,First62,Last62,user62@example.com,US,2023-07-19
63,First63,Last63,user63@example.com,GB,2023-10-31
64,First64,Last64,user64@example.com,GB,2023-09-08
65,First65,Last65,user65@example.com,CA,2023-04-11
66,First66,Last66,user66@example.com,FR,2024-03-25
67,First67,Last67,user67@example.com,US,2024-01-17
68,First68,Last68,user68@example.com,FR,2024-02-11
69,First69,Last69,user69@example.com,US,2024-03-19
70,First70,Last70,user70@example.com,AU,2023-03-07
71,First71,Last71,user71@example.com,US,2023-11-09
72,First72,Last72,user72@example.com,CA,2023-08-08
73,First73,Last73,user73@example.com,GB,2024-02-29
74,First74,Last74,user74@example.com,US,2023-09-08
75,First75,Last75,user75@example.com,CA,2024-02-23
76,First76,Last76,user76@example.com,CA,2023-03-07
77,First77,Last77,user77@example.com,GB,2022-12-12
78,First78,Last78,user78@example.com,FR,2023-05-16
79,First79,Last79,user79@example.com,US,2023-07-03
80,First80,Last80,user80@example.com,FR,2023-05-14
81,First81,Last81,user81@example.com,FR,2023-08-25
82,First82,Last82,user82@example.com,AU,2023-09-15
83,First83,Last83,user83@example.com,DE,2024-04-08
84,First84,Last84,user84@example.com,CA,2023-07-07
85,First85,Last85,user85@example.com,US,2023-01-28
86,First86,Last86,user86@example.com,CA,2023-01-17
87,First87,Last87,user87@example.com,CA,2023-05-07
88,First88,Last88,user88@example.com,US,2023-02-17
89,First89,Last89,user89@example.com,GB,2023-02-04
90,First90,Last90,user90@example.com,CA,2024-01-14
91,First91,Last91,user91@example.com,US,2023-08-06
92,First92,Last92,user92@example.com,CA,2023-02-18
93,First93,Last93,user93@example.com,GB,2023-10-16
94,First94,Last94,user94@example.com,FR,2023-10-14
95,First95,Last95,user95@example.com,DE,2023-04-10
96,First96,Last96,user96@example.com,US,2024-03-09
97,First97,Last97,user97@example.com,CA,2022-12-06
98,First98,Last98,user98@example.com,GB,2023-03-09
99,First99,Last99,user99@example.com,DE,2024-04-28
100,First100,Last100,user100@example.com,DE,2023-02-05
101,First101,Last101,user101@example.com,CA,2023-09-14
102,First102,Last102,user102@example.com,AU,2023-10-02
103,First103,Last103,user103@example.com,CA,2022-12-05
104,First104,Last104,user104@example.com,US,2023-09-29
105,First105,Last105,user105@example.com,US,2023-04-13
106,First106,Last106,user106@example.com,CA,2023-05-05
107,First107,Last107,user107@example.com,GB,2023-06-30
108,First108,Last108,user108@example.com,DE,2023-08-24
109,First109,Last109,user109@example.com,FR,2023-01-18
110,First110,Last110,user110@example.com,DE,2023-09-06
111,First111,Last111,user111@example.com,DE,2023-04-09
112,First112,Last112,user112@example.com,CA,2023-05-11
113,First113,Last113,user113@example.com,US,2024-02-07
114,First114,Last114,user114@example.com,AU,2023-02-12
115,First115,Last115,user115@example.com,DE,2023-04-28
116,First116,Last116,user116@example.com,US,2023-04-27
117,First117,Last117,user117@example.com,US,2023-10-08
118,First118,Last118,user118@example.com,GB,2023-11-28
119,First119,Last119,user119@example.com,CA,2023-03-12
120,First120,Last120,user120@example.com,AU,2024-01-17
121,First121,Last121,user121@example.com,GB,2023-05-04
122,First122,Last122,user122@example.com,GB,2023-05-12
123,First123,Last123,,AU,2024-01-23
124,First124,Last124,user124@example.com,FR,2023-11-02
125,First125,Last125,user125@example.com,AU,2023-08-08
126,First126,Last126,user126@example.com,US,2023-03-17
127,First127,Last127,user127@example.com,FR,2024-03-22
128,First128,Last128,user128@example.com,GB,2023-11-20
129,First129,Last129,,GB,2023-07-13
130,First130,Last130,user130@example.com,US,2024-01-09
131,First131,Last131,user131@example.com,CA,2023-09-08
132,First132,Last132,user132@example.com,CA,2024-01-10
133,First133,Last133,user133@example.com,US,2023-11-01
134,First134,Last134,user134@example.com,DE,2023-08-21
135,First135,Last135,user135@example.com,FR,2023-01-05
136,First136,Last136,user136@example.com,DE,2023-11-15
137,First137,Last137,user137@example.com,CA,2024-02-16
138,First138,Last138,user138@example.com,CA,2023-03-25
139,First139,Last139,user139@example.com,AU,2023-06-09
140,First140,Last140,,CA,2024-02-16
141,First141,Last141,user141@example.com,US,2023-06-16
142,First142,Last142,user142@example.com,AU,2023-10-31
143,First143,Last143,user143@example.com,DE,2023-04-03
144,First144,Last144,user144@example.com,FR,2024-04-29
145,First145,Last145,user145@example.com,DE,2023-10-27
146,First146,Last146,user146@example.com,AU,2023-04-06
147,First147,Last147,user147@example.com,GB,2023-12-20
148,First148,Last148,user148@example.com,US,2023-10-01
149,First149,Last149,user149@example.com,FR,2023-10-04
150,First150,Last150,user150@example.com,FR,2023-10-22
151,First151,Last151,user151@example.com,AU,2023-07-03
152,First152,Last152,user152@example.com,DE,2023-05-19
153,First153,Last153,user153@example.com,GB,2023-11-05
154,First154,Last154,user154@example.com,GB,2023-10-10
155,First155,Last155,,GB,2023-04-26
156,First156,Last156,user156@example.com,US,2024-03-27
157,First157,Last157,user157@example.com,AU,2024-03-07
158,First158,Last158,user158@example.com,FR,2023-06-14
159,First159,Last159,user159@example.com,GB,2024-04-16
160,First160,Last160,user160@example.com,US,2022-12-02
161,First161,Last161,user161@example.com,AU,2024-02-05
162,First162,Last162,user162@example.com,GB,2024-03-16
163,First163,Last163,user163@example.com,FR,2023-03-31
164,First164,Last164,user164@example.com,FR,2023-10-17
165,First165,Last165,user165@example.com,CA,2024-04-26
166,First166,Last166,user166@example.com,AU,2024-02-26
167,First167,Last167,user167@example.com,GB,2024-03-27
168,First168,Last168,user168@example.com,CA,2023-09-06
169,First169,Last169,user169@example.com,DE,2024-04-06
170,First170,Last170,user170@example.com,DE,2024-02-20
171,First171,Last171,user171@example.com,DE,2023-07-25
172,First172,Last172,user172@example.com,GB,2023-02-17
173,First173,Last173,user173@example.com,AU,2023-12-24
174,First174,Last174,user174@example.com,FR,2023-07-04
175,First175,Last175,user175@example.com,FR,2023-10-31
176,First176,Last176,user176@example.com,FR,2023-01-29
177,First177,Last177,user177@example.com,CA,2023-12-30
178,First178,Last178,user178@example.com,CA,2022-12-17
179,First179,Last179,user179@example.com,DE,2023-12-21
180,First180,Last180,user180@example.com,FR,2023-09-28
181,First181,Last181,user181@example.com,DE,2023-07-10
182,First182,Last182,user182@example.com,FR,2024-02-16
183,First183,Last183,user183@example.com,FR,2023-11-06
184,First184,Last184,user184@example.com,GB,2023-05-15
185,First185,Last185,user185@example.com,CA,2022-12-24
186,First186,Last186,user186@example.com,FR,2022-12-24
187,First187,Last187,user187@example.com,GB,2023-04-14
188,First188,Last188,user188@example.com,DE,2023-01-17
189,First189,Last189,user189@example.com,DE,2023-07-01
190,First190,Last190,user190@example.com,FR,2023-12-20
191,First191,Last191,user191@example.com,FR,2023-08-12
192,First192,Last192,user192@example.com,US,2022-12-16
193,First193,Last193,user193@example.com,US,2023-11-20
194,First194,Last194,user194@example.com,GB,2023-01-07
195,First195,Last195,user195@example.com,CA,2023-06-19
196,First196,Last196,user196@example.com,FR,2023-05-02
197,First197,Last197,user197@example.com,GB,2023-03-24
198,First198,Last198,user198@example.com,DE,2024-03-17
199,First199,Last199,user199@example.com,AU,2023-05-17
200,First200,Last200,user200@example.com,GB,2023-03-24
201,First201,Last201,user201@example.com,US,2023-10-11
202,First202,Last202,user202@example.com,FR,2023-10-12
203,First203,Last203,user203@example.com,GB,2024-01-07
204,First204,Last204,user204@example.com,AU,2023-02-12
205,First205,Last205,user205@example.com,DE,2023-08-02
206,First206,Last206,user206@example.com,CA,2023-03-30
207,First207,Last207,user207@example.com,FR,2023-01-08
208,First208,Last208,user208@example.com,AU,2023-12-11
209,First209,Last209,,FR,2023-11-11
210,First210,Last210,user210@example.com,DE,2024-04-11
211,First211,Last211,user211@example.com,FR,2024-03-11
212,First212,Last212,user212@example.com,AU,2023-05-26
213,First213,Last213,user213@example.com,CA,2023-08-30
214,First214,Last214,user214@example.com,AU,2024-04-05
215,First215,Last215,user215@example.com,GB,2023-08-28
216,First216,Last216,user216@example.com,FR,2023-02-23
217,First217,Last217,user217@example.com,CA,2023-08-03
218,First218,Last218,user218@example.com,FR,2023-12-20
219,First219,Last219,user219@example.com,GB,2023-10-25
220,First220,Last220,user220@example.com,DE,2023-11-25
221,First221,Last221,user221@example.com,AU,2023-09-09
222,First222,Last222,user222@example.com,CA,2023-09-05
223,First223,Last223,user223@example.com,AU,2023-06-10
224,First224,Last224,user224@example.com,GB,2024-01-17
225,First225,Last225,user225@example.com,FR,2024-03-28
226,First226,Last226,user226@example.com,US,2024-02-28
227,First227,Last227,user227@example.com,AU,2023-09-24
228,First228,Last228,user228@example.com,CA,2023-08-03
229,First229,Last229,user229@example.com,CA,2023-12-09
230,First230,Last230,user230@example.com,AU,2023-11-14
231,First231,Last231,user231@example.com,FR,2023-10-31
232,First232,Last232,user232@example.com,GB,2023-08-31
233,First233,Last233,user233@example.com,DE,2023-03-30
234,First234,Last234,user234@example.com,AU,2023-03-29
235,First235,Last235,user235@example.com,AU,2023-06-04
236,First236,Last236,user236@example.com,CA,2024-04-05
237,First237,Last237,user237@example.com,GB,2023-09-12
238,First238,Last238,user238@example.com,GB,2023-09-26
239,First239,Last239,,CA,2023-10-02
240,First240,Last240,user240@example.com,US,2023-04-05
241,First241,Last241,user241@example.com,GB,2023-09-22
242,First242,Last242,user242@example.com,US,2024-04-12
243,First243,Last243,user243@example.com,FR,2023-09-14
244,First244,Last244,user244@example.com,US,2023-11-10
245,First245,Last245,user245@example.com,FR,2023-08-12
246,First246,Last246,user246@example.com,FR,2023-03-23
247,First247,Last247,user247@example.com,AU,2024-04-13
248,First248,Last248,user248@example.com,CA,2023-01-20
249,First249,Last249,user249@example.com,GB,2023-10-04
250,First250,Last250,user250@example.com,FR,2023-03-28
251,First251,Last251,user251@example.com,FR,2023-07-16
252,First252,Last252,user252@example.com,DE,2024-03-02
253,First253,Last253,user253@example.com,CA,2024-02-09
254,First254,Last254,user254@example.com,AU,2023-01-27
255,First255,Last255,user255@example.com,GB,2023-03-08
256,First256,Last256,user256@example.com,US,2023-07-01
257,First257,Last257,user257@example.com,CA,2023-05-06
258,First258,Last258,user258@example.com,FR,2023-02-11
259,First259,Last259,user259@example.com,FR,2024-03-02
260,First260,Last260,,DE,2023-09-21
261,First261,Last261,user261@example.com,FR,2023-09-12
262,First262,Last262,user262@example.com,DE,2023-02-07
263,First263,Last263,user263@example.com,CA,2023-06-17
264,First264,Last264,user264@example.com,DE,2023-07-15
265,First265,Last265,user265@example.com,GB,2023-04-21
266,First266,Last266,user266@example.com,CA,2023-10-07
267,First267,Last267,user267@example.com,FR,2023-09-18
268,First268,Last268,user268@example.com,DE,2023-10-04
269,First269,Last269,user269@example.com,FR,2024-04-22
270,First270,Last270,user270@example.com,FR,2023-02-17
271,First271,Last271,user271@example.com,US,2023-10-23
272,First272,Last272,user272@example.com,AU,2023-02-28
273,First273,Last273,user273@example.com,AU,2022-12-18
274,First274,Last274,user274@example.com,GB,2023-08-29
275,First275,Last275,user275@example.com,FR,2024-03-22
276,First276,Last276,user276@example.com,CA,2023-09-07
277,First277,Last277,user277@example.com,FR,2024-02-16
278,First278,Last278,user278@example.com,FR,2023-02-28
279,First279,Last279,user279@example.com,US,2023-11-03
280,First280,Last280,user280@example.com,AU,2023-05-10
281,First281,Last281,user281@example.com,FR,2024-04-17
282,First282,Last282,user282@example.com,DE,2023-01-03
283,First283,Last283,user283@example.com,FR,2023-08-12
284,First284,Last284,user284@example.com,CA,2022-11-28
285,First285,Last285,user285@example.com,GB,2024-03-14
286,First286,Last286,user286@example.com,FR,2023-12-02
287,First287,Last287,user287@example.com,GB,2024-02-22
288,First288,Last288,user288@example.com,DE,2023-08-27
289,First289,Last289,user289@example.com,FR,2024-02-18
290,First290,Last290,,AU,2023-03-31
291,First291,Last291,user291@example.com,DE,2023-07-30
292,First292,Last292,user292@example.com,US,2022-12-11
293,First293,Last293,user293@example.com,US,2023-07-15
294,First294,Last294,user294@example.com,AU,2024-03-13
295,First295,Last295,user295@example.com,AU,2023-05-03
296,First296,Last296,user296@example.com,DE,2023-09-21
297,First297,Last297,user297@example.com,FR,2024-01-26
298,First298,Last298,user298@example.com,GB,2023-08-03
299,First299,Last299,user299@example.com,CA,2023-12-24
300,First300,Last300,user300@example.com,DE,2023-04-15
213,First213,Last213,user213@example.com,CA,2023-08-30
175,First175,Last175,user175@example.com,FR,2023-10-31
260,First260,Last260,,DE,2023-09-21
137,First137,Last137,user137@example.com,CA,2024-02-16
2,First2,Last2,user2@example.com,AU,2023-08-04
145,First145,Last145,user145@example.com,DE,2023-10-27
153,First153,Last153,user153@example.com,GB,2023-11-05
297,First297,Last297,user297@example.com,FR,2024-01-26
251,First251,Last251,user251@example.com,FR,2023-07-16
77,First77,Last77,user77@example.com,GB,2022-12-12
229,First229,Last229,user229@example.com,CA,2023-12-09
276,First276,Last276,user276@example.com,CA,2023-09-07
